idx,announcement_id,category_large,agency,title,ext,n_chars,evidence,source_url,label_19class,confidence,exclude_reason,note,batch
79,PBLN_000000000124988,기술,울산광역시,[울산] K-함정 융합 플랫폼 구축사업 R&D 과제기획 수요기업 모집 공고,hwp,1158,"지원내용) 분야별 전문가 활용을 통한 R&D 과제기획 컨설팅 및 기획보고서 작성 / ○ 지원항목 및 금액 / ※ 주관기업 임직원은 과제기획 및 보고서 작성 등에 참여할 수 있으나 수당지급 대상에는 포함되지 않음. / ※ 기업부담금은 없음 / □ 평가절차 및 기준 / ○ 평가절차 : 신청기업이 제출한 지원신청서를 기반으로 8월 中 서면 선정평가를 실시하여 지원기업 선정 / ○ 선정기준 : 평가위원별 최고 최저 점수를 제외한 산술평균으로 하며, 종합 평점이 70점 이상인 기업  / 지원규모) 5개사 내외(기업당 최대 200만원) / ○ (지원내용) 분야별 전문가 활용을 통한 R&D 과제기획 컨설팅 및 기획보고서 작성 / ○ 지원항목 및 금액 / ※ 주관기업 임직원은 과제기획 및 보고서 작성 등에 참여할 수 있으나 수당지급 대상에는 포함되지 않음. / ※ 기업부담금은 없음 / □ 평가절차 및 기준 / ○ 평가절차 : 신청기업이 제출한 지원신청서를 기반으로 8월 中 서면 선정평가를 실시하여 지원기업 선정 / ○ 선정기준 : 평가위원별 최고 최저 점수를 제외",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124988,컨설팅,높음,,R&D 과제기획 컨설팅 및 기획보고서 작성,M28
80,PBLN_000000000125031,창업,대전광역시,[대전] 2026년 2차 특화역량 BI 지원사업(거점형) 수요 맞춤형 액셀러레이팅 참여기업 모집 공고,hwp,1326,"지역 주력산업 기반의 우수 스타트업을 발굴하고 성장을 지원하는 2026년 특화역량 BI 지원사업(거점형) 참여기업을 다음과 같이 참여기업을 모집하오니 많은 참여 바랍니다. / 2026년 8월 3일 / SOS Connect 플랫폼 사업단장 / ※ SOS Connect 플랫폼: 충남대학교, 배재대학교, 한남대학교, 국립한밭대학교, 목원대학교 창업보육센터 / □ 사업목적 / ㅇ 기업의 사업 현황 및 Needs를 반영한 성장단계별 맞춤형 지원을 통한 성장 발판 마련 필요 / ㅇ 현장 중심 기업 경영진단을 통한 안정적인 경영활동, 지속적인 성장 기반을 통한 경영성과 극대화 / □ 지원대상 / ㅇ 대전 지역 내 창업기업(공고일 기준 창업일 7년 이내) / - 창업일 이후 7년 이내 기업 / - 대전광역시 주력산업 기업(해당 시 가점 부여 / ※ 지원기간 중 신규로 입주하는 기업도 지원 / - 수요 맞춤형 액셀러레이팅 1차 선정기업은 지원 불가 / □ 지원기간 / ㅇ 선정 후 ~ 2026년 11월(예산 소진 시 종료) / ※ 타 정부사업 지원금으로 기 집행된 경우 이중 지원 불가 / ※ 지원 기업당 지원금 한도 내 지원 가능하며 프로그램 간 중복신청은 불가 / ※ 투자유치의 경우 2026년 유니콘 IR 참가 필수(2026년 10월 예정) / ※ 자부담은 없으며, 지원금액은 부가세 제외 / □ 선정방법 / ㅇ 전문 평가위원이 기업의 역량, 사업 지원의 적절성, 사업수행 역량, 시장성·기술성·사업성 등 심사기준에 의한 서면심사 진행 / ㅇ 위원별 산술 평균값으로 산정하고 심사결과 평균 70점 이상 고득점순으로 수혜기업 선정 / □ 평가항목 / □ 추진일정 / ※ 평가/선정/일정 등은 진행 상황에 따라 변경될 수 있음 / □ 신청자격 / ㅇ 공고일 기준으로 창업 후 7년 이내 본사 대전 소재 기업 /",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125031,창업보육,높음,,대학 창업보육센터 액셀러레이팅,M28
81,PBLN_000000000119587,수출,제주특별자치도,[제주] 2026년 제주-칭다오 노선 활성화 지원사업 모집 공고,hwp,1818,"지원내용 / ❍ 제주-칭다오 노선을 이용한 제주상품 수출물량에 대한 인센티브 차등 지원 / - 제주 수출기업 또는 무역업체에게 물량에 따른 정액 인센티브 지급 / (기업별 총액 500만원 한도) / · 1컨테이너(Full Container Load, FCL) 당 100만원 지원(회당 최대 300만원) / · 1파렛트(LCL) 당 30만원,2파렛트 초과시 10만원씩 추가 지원(회당 최대 800천원) / 단, 동일 수출송장 건에 대해서는 가격조건(FOB, CIF 등 물류비  / 지원방식 : 선착순 지원을 원칙으로 하며 청구서 등 증빙서류에 / 이상이 없다고 판단되는 경우 인센티브 지급 / ▣ 세부 지원내용 / ❍ 제주-칭다오 노선을 이용한 제주상품 수출물량에 대한 인센티브 차등 지원 / - 제주 수출기업 또는 무역업체에게 물량에 따른 정액 인센티브 지급 / (기업별 총액 500만원 한도) / · 1컨테이너(Full Container Load, FCL) 당 100만원 지원(회당 최대 300만원) / · 1파렛트(LCL) 당 30만원,2파렛트 초과시",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119587,수출물류,높음,,제주-칭다오 노선 수출물량 컨테이너·파렛트당 물류 인센티브,M28
82,PBLN_000000000117067,금융,세종특별자치시,[세종] 2026년 사회적경제 조직 금융(이차보전) 지원계획 공고,hwp,1942,"□ 제출서류 / ※ 그 밖에 추가 서류를 제출하는 경우 있음(접수처에서 상담·접수 문의) / ※ 접수처 : 신용보증기금 충청영업본부(042-539-5604 / 대전광역시 서구 둔산서로 45) / 【별지】 / ▣ 윤리경영 실천 및 보증브로커 피해예방을 위한 협조 확약 / ▣ 허위자료 제출 시 제재사항 / ▣ 신용정보 제공·활용 동의 등 / 1. 기업체 개요 / 2. 대표자 및 경영진 현황 ※ 기재란이 부족한 경우 별지에 작성하여 주십시오. (단위: 백만원) / 3. 사회적경제기업 부합성 / 4. 사업장 및 기술력 현황 (단위: 백만원) / 5. 의사결정 기구 구성 현황 / * 사외이사는 사외 이해관계자 중 “외부관계자 등”으로 작성하여 주십시오. / ** 지위가 중복되는 경우(예. 수혜자&외부관계자)에는 하나의 지위(예. 수혜자)로 작성하여 주십시오. / 6. 근로자 현황 / 7. 근로자 처우 노력 ※ 직전년도 기준으로 작성하여 주십시오. / 8. 주요거래처 및 판매 현황 (단위: 백만원) / 9. 재정지원 현황(정부지원 등) (단위: 백만원) / 10. 사회적 가치 지향 / 11. 외부기관 협업 및 사회 환원 내역 ※ 금액 산정이 불가능한 경우, 내용만 기술하십시오. / 12. 자금사용계획 (단위: 백만원) / 13. 보증료(또는 가수금) 환급 시 입금계좌(법인기업: 법인명의 계좌, 개인기업 등 : 대표자명의 사업용 계좌) / 14. 신용보증기금 업무 담당자 / (별지1) / 1. 대표자 및 경영진 현황 / ▣ 윤리경영 실천 및 보증브로커 피해예방을 위한 협조 확약 / ▣ 허위자료 제출 시 제재사항 / ▣ 신용정보 제공·활용 동의 등 / 1. 기업체 개요 / 2. 대표자 및 경영진 현황 ※ 기재란이 부족한 경우 별지에 작성하여 주십시오. (단위: 백만원) / 3. 사회적경제기업 부합성",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117067,융자,보통,,사회적경제조직 이차보전. 원문 발췌가 신청서식 위주라 근거가 얇다,M28
83,PBLN_000000000125174,인력,울산광역시,[울산] 2026년 방폭안전 강화사업 지원기업 모집 추가 공고,hwp,2093,"지원내용 / ㅇ 지원프로그램 및 지원항목 / 4. 평가방법 및 기준 / ㅇ 평가방법 : 신청기업 사전검토 → 서류평가 → 현장평가(필요시) → 선정평가위원회 심의 → 최종 선정 / ㅇ 평가항목 / ㅇ 선정기준 / ㅇ평가 세부사항(100점) / ※ 평가결과 외에도 업종별·기업규모별 대표성, 방폭 위험 Site 분포 등을 종합적으로 고려하여 최종 선정할 수 있음. / 5. 추진일정 / ㅇ 신청서접수 : 2026년 08월 05일(수) 15:00 ~ 2026년 08월 21일(금) 18:00 / ㅇ 사 / 지원규모 : 총 17개사 내외(사업장 상황을 고려하여 조정 가능) / (중소기업 12개사 내외, 중견기업 4개사 내외, 대기업 1개사 내외) / ※ 사업장 분류 : 근로자수 기준 (중소기업-50인 미만, 대기업-300인 이상, 중견기업 그 외 ) / ㅇ 지원기간 : 2026. 8. ~ 2026. 11. (4개월) / 2. 지원대상(신청기업) / ㅇ 지원대상 : 울산광역시 소재 PSM＊(Process Safety Management) 사업장 중 가연성 가스, 인화성 액체 또는",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125174,설비,낮음,,방폭안전 강화. 원문 발췌에 지원항목이 표로만 있어 설비/컨설팅 구분이 약하다,M28
84,PBLN_000000000120482,창업,농림축산식품부,2026년 조달청 벤처나라 추천 지원사업 모집공고(한국농업기술진흥원),hwp,1228,"2026년 조달청 벤처나라 추천 지원사업 모집공고 / ◦ (사 업 명) 2026년 조달청 벤처나라 추천 지원사업 / ◦ (대 상) 비식품 분야 창업기업1) 또는 벤처기업2)이며 직접 생산하거나 국내에서 OEM 방식으로 생산하는 물품 및 서비스 / * 조달청의 ‘입찰참가자격’ 기업 등록 및 ‘물품식별번호’ 획득 필수 / ◦ (접수일정) / - 1차(3. 30.~5. 19), 2차(5. 26~7. 22) 3차(7. 28~.9. 17) / * 차수별 최소 3개 기업 또는 5개 제품 모집 시 회차별 평가 및 추천 추진 / * 회차별 모집규모 미달 시 다음회차로 이월하여 모집 및 추진 / ◦ (추진체계) (농진원) 기술·품질 평가/추천 → (조달청) 지정여부 심사 / ◦ (평가위원회 구성) 내·외부 전문가 5인 이내로 구성(서류평가) / ◦ (평가항목) 기술평가(70) + 품질평가(30), 가점 및 면제 항목 등 검토 / ◦ 농진원에서 추천한 기업에 대하여 조달청에서 혁신조달상품 심사 시 가점 및 평가 면제 / ◦ 최종 추천기업은 벤처나라 홈페이지를 통하여 별도 온라인 신청 必 / ◦ 참여기업으로 최종 선정된 후 자발적 포기 시 차기 지원사업 참여에서 배제될 수 있음 / ◦ 사업 참여에 있어 전후 불일치, 허위사실 기재, 주요 내용 누락, 서류 미제출 등 중대한 하자가 있는 경우 사업에 제외될 수 있음 / 접수방법 : 이메일 접수 (dydxkr0305@koat.or.kr) / * (접수일 최소 일주일 전 담당자에게 사전 신청관련 연락 필수) / 제출서류 / ◦ [붙임4]을 참고하여 준비 및 제출 / ※ 한 개의 zip 파일로 묶어서 제출(파일명 : “기업명”) / 문의처 / ◦ 한국농업기술진흥원 강원A⁺센터 장용탁 전임연구원 / ☏ 033-257-8713 / E-mail : dydxkr0305",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120482,판로,낮음,,조달청 벤처나라 추천. 학습셋 'G-PASS기업 지원 → 판로' 를 따랐다. 자격인증·공공구매(둘 다 컷오프미달) 로 볼 여지 있음,M28
85,PBLN_000000000117454,기술,강원특별자치도,[강원] 2026년 글로벌 IP 스타기업 육성 해외OA비용 지원사업 공고,hwp,1228,"지원내용 / 가. 해외 특허·디자인·상표 출원 중인 건이 글로벌 IP 스타기업 지위에서 중간사건(OA)인 경우 일부 소요 비용 지원 / 4. 지원규모 *특수국: 중동,캐나다,브라질,러시아,호주,싱가폴 / * 자부담금 : 현금 40% / * 상표, 디자인의 OA 지원 기준 : 출원공고 전 시점까지를 OA 지원기준으로 판단 / * 지원규모는 변경될 수 있으며, 센터 예산 현황에 따라 기업분담금(현금)률이 일부 상향될 수 있음 / 5. 지원기준 / 가. 개별기준 : 세부지원사업 신청 / 지원규모 *특수국: 중동,캐나다,브라질,러시아,호주,싱가폴 / * 자부담금 : 현금 40% / * 상표, 디자인의 OA 지원 기준 : 출원공고 전 시점까지를 OA 지원기준으로 판단 / * 지원규모는 변경될 수 있으며, 센터 예산 현황에 따라 기업분담금(현금)률이 일부 상향될 수 있음 / 5. 지원기준 / 가. 개별기준 : 세부지원사업 신청일을 기준으로 의견제출통지서를 받고 의견서/보정서 제출이 완료되지 않은 건 / 나. 기타 참고사항 / 1) 동 사업과 관계없이 글로벌 IP  / 사업내용은 2025년 기준으로, 2026년 업무가이드 확정 후 일부 변경될 수 있음 / 9) 연차평가 최종 탈락에 따른 글로벌 IP 스타기업 지위 해제 시, 2026년 선정된 과제에 대한 비용 전액 기업부담 / 6. 지원절차 / 가. 접수공고 ▶ 지원사업 신청 ▶ 내부심의 ▶ 지원사업 선정 ▶ 협력사 추천(1~3개 기관) ▶ 협력사 선정(지원기업) ▶ 협약 체결 ▶ 사업 수행 ▶ IP 중간사건(OA)대응 ▶ 기업부담금(현금)+부가세 입금(기업→협력사) ▶ 비용신청서 제",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117454,컨설팅,보통,,해외 특허 중간사건(OA) 비용 지원. IP 계열 → 컨설팅,M28
86,PBLN_000000000118880,금융,인천광역시,[인천] 2026년 지역 내 소상공인 고용창출 확대를 위한 일자리 창출 특례보증 지원사업 공고,hwp,2541,"인천광역시 공고 제2026 – 404호 / 지역 내 소상공인 고용창출 확대를 위한 - / 2026년 인천광역시 일자리 창출 특례보증 지원사업 공고 / 소상공인기본법 제3조에 따라 소상공인의 고용 여력 제고 및 지역 내 일자리 창출 지원을 위한 「2026년 일자리 창출 특례보증 지원사업」을 다음과 같이 공고합니다. / 2026. 2. 24. / 인 천 광 역 시 장 / 1. 융자규모 : 125억원 / 2. 융자대상 : 아래 어느 하나에 해당하는 인천광역시에 사업장을 둔 소상공인* / ◦ 최근 1년 이내 신규인력 고용 또는 유지 기업 / ◦ 신규 창업 3년 이내 기업 / ◦ 제대군인 고용 우수기업 등 인증 받은 기업(제대군인 지원에 관한 법률에 따른 고용우수 인증기업) / ◦ 인천시 일자리 창출 우수기업으로 선정된 기업** / ◦ 인천시 일하기 좋은 뿌리기업으로 선정된 기업** / ◦ 지역건설산업 유공자 표창을 받은 기업 또는 대표가 영위하는 기업** / * 소상공인 기본법 제2조에 따른 소상공인 / ** 일자리창출 우수기업, 일하기 좋은 뿌리기업 및 지역건설산업 유공자 표창기업은 소기업까지 지원대상에 포함 / ※ 동일인이 다수사업자 겸영 시 중복지원 불가 / 3. 융자내용 / ◦ 융자한도 : 3천만원 이내 / ◦ 대출은행 : 신한은행, 농협은행, 하나은행, 국민은행 우리은행, 카카오뱅크, 케이뱅크 / ◦ 융자기간 : 5년(1년 거치 4년 매월분할상환) / ◦ 이차보전 : 연 1.5 ~ 2.0% 지원 (최초 3년간, 인천광역시 지원) / ※ 업체별 고용실적 등에 따라 차등적용, 3년 이후부터는 소상공인 이자 부담 / ◦ 보증료율 : 연 0.8% / 4. 융자 제외대상 / ◦ 최근 3개월 이내 재단의 신규보증을 받은 기업 / ◦ 재단·신보·기보의 보증금액 합계가 2억원 이상인 기업 / ◦",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118880,보증,높음,,일자리 창출 특례보증,M28
87,PBLN_000000000124851,내수,부산광역시,[부산] 2026년 마을기업 통합 홍보물 패키지 제작 지원 공고,hwp,567,"마을기업 오프라인 판로 확대 및 브랜드 인지도 제고를 위하여 「마을기업 통합 홍보물 패키지 제작」을 추진하오니, 부산 지역 내 마을기업은 많은 신청 바랍니다. / 부산경제진흥원장 / 가. 사 업 명 : 마을기업 통합 홍보물 패키지 지원 / 나. 추진목적 : 마을기업 오프라인 판로 확대 및 브랜드 인지도 제고 / 다. 추진일정 : 2026. 07. ~ 2026. 11. (상시) / 마. 주요내용 : 진흥원에서 제작한 마을기업 통합 패키지(종이백, 리유저블백)을 기업에 배부 / 가. 지원대상 : 부산 내 마을기업 / 나. 신청기간 : 개시일로부터 ~ 2026. 11. 10. (화) 17:00까지 / 다. 접수기간 : 공고일로부터 ~ 2026. 11. 10. (화) 17:00까지 / 라. 추진방법 : 신청서를 통해 접수받아 제작 후 기업별 전달 예정. / 마. 접수방법 : 구글폼 신청 또는 전화 접수 / * 온라인 홈페이지 게시 : https://bsec.or.kr/ / * 구글폼 신청 링크 : https://forms.gle/83ira5ikFFEnSTym9 / * 담당자 연락처 : 051-600-1391 /",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124851,판로,보통,,마을기업 오프라인 판로용 홍보물 패키지 제작·배부,M28
88,PBLN_000000000120342,경영,중소벤처기업부,2026년 기업승계 M&A 활성화를 위한 컨설팅 지원사업 시행계획 공고,hwp,5978,"지원내용 등이 상이하므로 개별 사업공고를 반드시 확인 하실 것 / □ M&A란 기업의 인수(Acquistion)와 합병(Merger)을 통칭하는 개념으로 대상기업의 주식, 영업 또는 자산을 취득 또는 처분함으로써 ‘기업에 대한 지배권’ 또는 ‘경영권’의 직·간적접인 변동을 초래하는 모든 형태의 거래를 의미한다. / ◦ 주식인수(지분양수도) : 대상기업의 지분 취득을 통해 경영권을 취득하는 방식 / ◦ 합병 : 복수의 회사가 합쳐지면서 기존 또는 새로 설립한 법인에 모 / 지원규모) 총 100개社 (’26년 예산 : 70백만원) / □ (지원범위) 기업승계 중개기관(동 공고문 참고1)과 총 1백만원 이상*(부가세제외)의 기초컨설팅 수행 시 컨설팅 비용의 일부를 지원 / * 최소 30만원 이상의 기업부담금 별도 / □ (지원한도) 기업당 70만원(부가세제외) / □ (지원항목) 신청유형(매도희망/매수희망)에 따른 구분지원 / ◦ (매도희망기업) M&A 추진을 위한 기초자료 작성 등에 대한 컨설팅 / ◦ (매수희망기업) 인수대상 탐색, 자금조달방안 / 지원한도) 기업당 70만원(부가세제외) / □ (지원항목) 신청유형(매도희망/매수희망)에 따른 구분지원 / ◦ (매도희망기업) M&A 추진을 위한 기초자료 작성 등에 대한 컨설팅 / ◦ (매수희망기업) 인수대상 탐색, 자금조달방안 등에 대한 컨설팅 / < 기초컨설팅 지원사업 지원항목 > / □ (사업추진 체계도) / ◦ 사업총괄 : 사업총괄 및 기본계획 수립 등 (중소벤처기업부) / ◦ 사업수행기관 : 사업 운영, 기업승계 중개기관 및 지원기업 선정, 사업관리 및 비용 집행,",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120342,컨설팅,높음,,기업승계 M&A 기초컨설팅 비용 지원,M28
89,PBLN_000000000117928,내수,중소벤처기업부,2026년 중소기업 마케팅지원사업 통합 공고,hwp,4948,"지원내용 / ◦ e커머스 상품 노출 및 홈쇼핑 방송판매를 종합적으로 지원 / - e커머스 내 기획전 개설 및 프로모션 등 홍보·판매 지원하고, 우수기업을 선별하여 홈쇼핑 방송* 후속 지원 / * e커머스 입점지원을 완료한 기업 대상으로 홈쇼핑 MD가 상품 적합성 등을 평가하여 선별된 기업에 대해 홈쇼핑 방송을 지원 (TV홈쇼핑 10개사, 데이터홈쇼핑 60개사) / * 이커머스 채널 및 홈쇼핑사는 공모 예정 / ◦ 지원기간 : 선정일 ~ ’26.12.30 / ◦ 지원조 / 지원규모 : 2,050개사 / □ 지원기간 : 선정일로부터 최대 1년 * 중소기업제품전용판매장 제외 / □ 사업내용 / □ 공통자격 : ｢중소기업기본법｣ 제2조의 규정에 의한 중소기업 / * 세부사업별 지원대상 및 조건이 상이하므로 ‘7. 사업별 지원대상 및 내용’ 참고 / □ 신청기간 : ‘26년 2월 이후 (세부사업별 개별 공고 진행 예정) / * 사업별로 신청 기간이 상이하므로, 세부 사업 공고 내용을 반드시 확인 / ** 접수 마감일 18시 정각 기준 접수기간 내 신청서 제 / 지원조건 : 국비 77~100%, 자부담 23% 내외 / * 부가가치세, 유통사 수수료, 변동비 등 기타 발생 비용은 참여기업이 별도 부담 / □ 신청방법 및 추진일정 / ◦ 신청기간 : (상반기) ‘26.3~4월, (하반기) ‘26.6~7월 (예정) / ◦ 신청방법 : 판판대로 (fanfandaero.kr)를 통한 온라인 접수 / ◦ 지원절차 / * 일정은 사정에 따라 변경될 수 있으며, 변경사항 등은 ‘판판대로 (fanfandaero.kr)’ 홈페이지에 공지 / / 사업내용 / □ 공통자격 : ｢중소기업기본법｣ 제2조의 규정에 의한 중소기업 / * 세부사업별 지원대상 및 조건이 상이하므로 ‘7. 사업별 지원대상 및 내용’ 참고 / □",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117928,판로,높음,,e커머스 기획전·홈쇼핑 방송판매,M28
90,PBLN_000000000119739,내수,중소벤처기업부,2026년 소상공인 온라인판로 지원사업 참여기업 모집공고,hwp,12292,"지원내용 * 문의처 : 1899-0309(온판상담소) / □ 지원 대상․상품 : ｢소상공인기본법｣ 제2조에 따른 소상공인으로, 아래 지원 제외대상에 해당되지 않는 소상공인 및 상품 / <지원 제외대상> / □ 신청 기간 / □ 신청 방법 / ◦ (사업신청) 판판대로(www.fanfandaero.kr) 회원가입 후 소상공인이 희망하는 지원사업을 신청 / ◦ (제출서류) 사업자등록증명원, 소상공인확인서, 국세·지방세 납부증명서 등 / * 모든 서류는 판판대로 홈페이지에 온라인으로 제출 / 지원 내용을 확인 후 선택 요망(이용권 한도 26.1만원 상당) / □ 평가 항목 / * 소수점 다섯째 자리에서 반올림 / 동점 시 세부평가기준 배점이 높은 항목에서 고득점순 / ❹-1 온라인쇼핑몰 판매지원(온라인쇼핑몰) / □ 세부사업명 : 온라인쇼핑몰 판매지원(온라인쇼핑몰) / □ 사업목적 : 온라인쇼핑몰 내 단독딜 및 소상공인 전용 기획전 운영을 통해 소상공인의 안정적인 온라인시장 정착 및 매출 활성화 지원 / □ 지원규모 : 총 4,050개사 / □ 참여 소상공인 자부담금 :  / 지원규모 : 총 14,290개사 / □ 지원내용 * 문의처 : 1899-0309(온판상담소) / □ 지원 대상․상품 : ｢소상공인기본법｣ 제2조에 따른 소상공인으로, 아래 지원 제외대상에 해당되지 않는 소상공인 및 상품 / <지원 제외대상> / □ 신청 기간 / □ 신청 방법 / ◦ (사업신청) 판판대로(www.fanfandaero.kr) 회원가입 후 소상공인이 희망하는 지원사업을 신청 / ◦ (제출서류) 사업자등록증명원, 소상공인확인서, 국세·지방세 납부증명서 등 / * 모든 서류는 / 지원한도 및 자부담금 없음 / □ (⑩번) TV홈쇼핑 및 데이터홈쇼핑 입점지원 / * 부가가치세는 지원 대상자(소상공인)가 별도 부담",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119739,판로,높음,,소상공인 온라인판로(판판대로) 지원,M28
91,PBLN_000000000125323,기술,강원특별자치도,[강원] 2026년 2차 제조ㆍ창업 맞춤형 지원 프로그램 지원기업 통합 모집 공고,hwp,2408,"지원내용 / ※ 전문기관: 전문기관이라 함은 지원기관이 선정한 용역수행사를 말하며, 입찰로 전문기관을 선정하여 과업을 진행하는 형태로서, 지원기관과 전문기관이 계약을 체결함.(최종 선정기업 임의로 용역 수행사 선택 불가) / ※ 지원금 외의 추가 비용은 기업자부담으로 함. / ※ 1차선정기업은 추가지원불가. / ※ 당해연도 창업기업은 창업기업 시제품 제작지원을 먼저 고려 바람. / ❍ 신청 시 유의사항 / - 본 공고 내 지원 프로그램 중, 기업별로 최대 2개 프로그램까지 선택하여 / 사업내용의 적합성, 지원 자격(참여제한) 적격 여부 검토 / - 필요시 제출서류 확인을 위한 사업장 현장 점검 진행 / ❍ 2단계: 서면평가(1단계 통과 기업에 한함) / - 평가위원회 서면평가 / - 최고‧최저점을 제외한 평가위원 평균점수가 60점 이상인 과제 중 고득점 과제 우선 선정(평가점수는 산술평균하여 소수점 셋째자리 반올림하여 둘째자리까지 산정)하며 후보 순위를 둘 수 있음 / - 선정기업의 결격사유 및 협약 포기 등 사유 발생 시 차 순위 기업 선정 / - 선정",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125323,사업화,낮음,,제조·창업 맞춤형 프로그램 통합 공고. 기업이 2개 프로그램을 고르는 묶음이라 단일 성격 판정이 약하다,M28
92,PBLN_000000000119879,수출,강원특별자치도,[강원] 태백시 2026년 중소기업 해외물류비 지원사업 참가기업 모집 공고,hwp,1274,"지원내용 : 수출 목적 물류비 지원 / □ 세부 지원사항 / ○ 지원대상 : 아래 기준 중 어느 하나에 해당하는 기업 / - 태백시 폐광지역진흥기구 소재 중소 제조기업 / - 태백시 폐광지역진흥기구에 소재하고 있으며 관내에서 제조한 제품을 수출한 수출대행업체 / ○ 지원내용 : 수출 목적 해외 물류비 지원(’26.1.1. 이후 물류비 소급 지원) / - 총물류비(국내·해상·통관비용 등) 중 지원기업이 자부담한 금액 지원 / - 해상·항공 복합 물류운송업체(포워딩)를 통해  / 지원사항 / ○ 지원대상 : 아래 기준 중 어느 하나에 해당하는 기업 / - 태백시 폐광지역진흥기구 소재 중소 제조기업 / - 태백시 폐광지역진흥기구에 소재하고 있으며 관내에서 제조한 제품을 수출한 수출대행업체 / ○ 지원내용 : 수출 목적 해외 물류비 지원(’26.1.1. 이후 물류비 소급 지원) / - 총물류비(국내·해상·통관비용 등) 중 지원기업이 자부담한 금액 지원 / - 해상·항공 복합 물류운송업체(포워딩)를 통해 셀러와 바이어가 명시된 경우의 소요된 물류비용 / 지원규모 : 사업비 소진 시까지 선착순 지원 / ○ 지원규모 : 5개社 내외 / ○ 지원금액 : 최대 7,000천원 한도, 소요비용의 90% 지원(VAT 제외) / ○ 지원내용 : 수출 목적 물류비 지원 / □ 세부 지원사항 / ○ 지원대상 : 아래 기준 중 어느 하나에 해당하는 기업 / - 태백시 폐광지역진흥기구 소재 중소 제조기업 / - 태백시 폐광지역진흥기구에 소재하고 있으며 관내에서 제조한 제품을 수출한 수출대행업체 / ○ 지원내용 : 수출 목적 해외 물류비 지원(’",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119879,수출물류,높음,,해외 물류비(해상·항공·통관) 지원. 학습셋 수출물류비 → 수출물류,M28
93,PBLN_000000000125180,수출,해양수산부,2026년 부산국제수산EXPO(BISFE) 연계 상담회 참가업체 모집 공고,hwp,1024,"「2026 부산국제수산EXPO(BISFE)」와 연계 추진 예정인 상담회가 ‘26. 11. 4(수) ~ 6(금) 3일간 벡스코(BEXCO)에서 개최됩니다. / □ 2026년 부산국제수산EXPO에서는 해외 각지의 무역지원센터에서 엄선한 해외 수산바이어 약 80개사를 초청하여 실질적인 비즈니스 네트워크 장을 제공합니다. / * 무역지원센터(11개 : LA, 뉴저지, 상하이, 칭다오, 홍콩, 타이베이, 도쿄, 호치민, 방콕, 자카르타, 파리) / □ 또한, 무역지원센터 소재 국가 외에도 인근 국가 바이어를 추가 초청하여 귀사의 해외시장 수출 확대 기회가 될 수 있도록 추진할 예정이오니 많은 신청 바랍니다. / 1. 개 요 / * 온라인 신청서 및 첨부파일의 엑셀 양식 작성 필수 / 2. 참가조건 / □ 한국수산식품을 해외로 수출하고 있거나 수출을 희망하는 국내업체 / □ 바이어와의 상담에서 수출형태, 가격, 결제방법 등을 포함한 거래조건을 사전에 검토하고, 구체적인 협업 가능한 업체 / □ 상담회 이후, 상담성과 및 설문지 등 작성 가능한 업체 / 3. 진행일정 / ※ 상기 일정은 사정에 따라 변경될 수 있음 / 4. 유의사항 / □ 제시한 사업신청서 양식대로 작성하지 않은 경우 신청이 접수되지 않습니다. / □ 신청서상의 기업정보 및 제품정보는 상담회 매칭 시 바이어에게 전달되므로 영문을 별도로 작성해 주시기 바랍니다. / * 별도의 번역 지원은 없으며, 내용이 누락된 경우 적합한 바이어발굴이 어려울 수 있습니다. / □ 상담매칭 결과 및 일정은 확정되는 대로 신청서에 작성하신 메일 및 연락처로 안내드릴 예정입니다. / □ 해외 바이어와 수요 및 조건 등이 일치하지 않을 경우, 원하는 바이어와 상담매칭이 되지 않을 수도 있는 점 미리 양해 부탁드립니다. / □ 바이어와 상담회 진행 시,",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125180,판로,높음,,부산국제수산EXPO 연계 바이어 상담회,M28
